device,type,value,seq,timestamp_sent,delay_ms,phase
sensor_f1r1_anomaly,anomaly,59.64456533102481,0,1764524378.999793,2.0432472229003906,phase1
sensor_f1r1_anomaly,anomaly,67.97936713363126,1,1764524379.020118,0.5857944488525391,phase1
sensor_f1r1_anomaly,anomaly,85.0813068081801,2,1764524379.040421,0.896453857421875,phase1
sensor_f1r1_anomaly,anomaly,51.948859850593024,3,1764524379.0608008,1.4867782592773438,phase1
sensor_f1r1_anomaly,anomaly,85.92610305101238,4,1764524379.0812473,1.1096000671386719,phase1
sensor_f1r1_anomaly,anomaly,54.86863162328777,5,1764524379.1016603,1.0650157928466797,phase1
sensor_f1r1_anomaly,anomaly,66.54598217428371,6,1764524379.1220522,1.341104507446289,phase1
sensor_f1r1_anomaly,anomaly,50.162514518883825,7,1764524379.1424186,1.285552978515625,phase1
sensor_f1r1_anomaly,anomaly,59.36784703250264,8,1764524379.1627758,1.3153553009033203,phase1
sensor_f1r1_anomaly,anomaly,86.62067578967662,9,1764524379.1831777,0.8807182312011719,phase1
sensor_f1r1_anomaly,anomaly,82.59267243431827,10,1764524379.2036004,1.089334487915039,phase1
sensor_f1r1_anomaly,anomaly,86.21789328920738,11,1764524379.2240314,0.84686279296875,phase1
sensor_f1r1_anomaly,anomaly,88.22849283067575,12,1764524379.2444563,0.9007453918457031,phase1
sensor_f1r1_anomaly,anomaly,90.47678881481482,13,1764524379.2649703,1.1174678802490234,phase1
sensor_f1r1_anomaly,anomaly,71.57267132585612,14,1764524379.2854636,0.8046627044677734,phase1
sensor_f1r1_anomaly,anomaly,57.491959112996845,15,1764524379.305891,0.8559226989746094,phase1
sensor_f1r1_anomaly,anomaly,68.02189801140366,16,1764524379.326415,0.9922981262207031,phase1
sensor_f1r1_anomaly,anomaly,92.53221604161779,17,1764524379.3468668,0.8814334869384766,phase1
sensor_f1r1_anomaly,anomaly,60.55373625954389,18,1764524379.3673236,0.7948875427246094,phase1
sensor_f1r1_anomaly,anomaly,53.58281164956395,19,1764524379.387796,0.8640289306640625,phase1
sensor_f1r1_anomaly,anomaly,88.52456138115178,20,1764524379.4082525,0.8978843688964844,phase1
sensor_f1r1_anomaly,anomaly,73.93439827855144,21,1764524379.4287264,0.9300708770751953,phase1
sensor_f1r1_anomaly,anomaly,60.10775140747218,22,1764524379.4492154,0.9613037109375,phase1
sensor_f1r1_anomaly,anomaly,78.90131019261364,23,1764524379.4696815,1.3203620910644531,phase1
sensor_f1r1_anomaly,anomaly,90.60743522089837,24,1764524379.4902365,1.0573863983154297,phase1
sensor_f1r1_anomaly,anomaly,88.01577806995216,25,1764524379.5107293,1.0902881622314453,phase1
sensor_f1r1_anomaly,anomaly,78.32119866342902,26,1764524379.531296,1.0030269622802734,phase1
sensor_f1r1_anomaly,anomaly,50.55635721637588,27,1764524379.5518262,0.9982585906982422,phase1
sensor_f1r1_anomaly,anomaly,83.49679673733117,28,1764524379.572328,0.9262561798095703,phase1
sensor_f1r1_anomaly,anomaly,88.9339207533011,29,1764524379.5927112,1.0678768157958984,phase1
sensor_f1r1_anomaly,anomaly,91.18067191323976,30,1764524379.613158,0.9491443634033203,phase1
sensor_f1r1_anomaly,anomaly,73.65466082628247,31,1764524379.6336396,0.9627342224121094,phase1
sensor_f1r1_anomaly,anomaly,97.78495382602435,32,1764524379.6541102,0.8952617645263672,phase1
sensor_f1r1_anomaly,anomaly,93.76389559631562,33,1764524379.674524,0.8463859558105469,phase1
sensor_f1r1_anomaly,anomaly,80.07350433083809,34,1764524379.6949232,0.9555816650390625,phase1
sensor_f1r1_anomaly,anomaly,87.71542614866294,35,1764524379.7153506,0.9162425994873047,phase1
sensor_f1r1_anomaly,anomaly,96.77446868546328,36,1764524379.7358131,0.9019374847412109,phase1
sensor_f1r1_anomaly,anomaly,59.763191302470425,37,1764524379.756335,0.9295940399169922,phase1
sensor_f1r1_anomaly,anomaly,55.971074908804766,38,1764524379.7767868,1.0051727294921875,phase1
sensor_f1r1_anomaly,anomaly,74.13132356351731,39,1764524379.7971463,0.8935928344726562,phase1
sensor_f1r1_anomaly,anomaly,64.07184214079959,40,1764524379.8175335,0.8673667907714844,phase1
sensor_f1r1_anomaly,anomaly,91.00792363866685,41,1764524379.8379056,0.7879734039306641,phase1
sensor_f1r1_anomaly,anomaly,69.56369456235728,42,1764524379.8582988,0.9448528289794922,phase1
sensor_f1r1_anomaly,anomaly,64.6977444040482,43,1764524379.8787534,1.0025501251220703,phase1
sensor_f1r1_anomaly,anomaly,66.24273765296606,44,1764524379.8991716,0.8823871612548828,phase1
sensor_f1r1_anomaly,anomaly,82.25846310669657,45,1764524379.9195833,2.213001251220703,phase1
sensor_f1r1_anomaly,anomaly,98.949479414439,46,1764524379.9401948,1.832723617553711,phase1
sensor_f1r1_anomaly,anomaly,68.21200566181214,47,1764524379.9607315,0.9479522705078125,phase1
sensor_f1r1_anomaly,anomaly,94.17881078225048,48,1764524379.9812112,0.9164810180664062,phase1
sensor_f1r1_anomaly,anomaly,88.75735765454417,49,1764524380.0016596,1.0294914245605469,phase1
sensor_f1r1_normal,normal,24.835709461740052,0,1764524380.0019238,1.3260841369628906,phase1
sensor_f1r2_normal,normal,25.238548841598558,0,1764524380.0022812,1.239776611328125,phase1
sensor_f1r2_anomaly,anomaly,81.1921580399022,0,1764524380.0080504,0.4405975341796875,phase1
