device,type,value,seq,timestamp_sent,delay_ms,phase
sensor_f1r1_anomaly,anomaly,75.31691478722983,40,1764523454.2131264,0.7879734039306641,phase1
sensor_f1r1_anomaly,anomaly,70.95946352477826,41,1764523454.233489,0.9567737579345703,phase1
sensor_f1r1_anomaly,anomaly,68.87140580696428,42,1764523454.2540112,0.8573532104492188,phase1
sensor_f1r1_anomaly,anomaly,63.74033622208102,43,1764523454.2744117,0.8215904235839844,phase1
sensor_f1r1_anomaly,anomaly,68.31722221706218,44,1764523454.2947757,1.2583732604980469,phase1
sensor_f1r1_anomaly,anomaly,51.09616328843489,45,1764523454.3159504,0.8680820465087891,phase1
sensor_f1r1_anomaly,anomaly,58.55612951649596,46,1764523454.3361442,0.8392333984375,phase1
sensor_f1r1_anomaly,anomaly,84.88556572006799,47,1764523454.3563712,1.0457038879394531,phase1
sensor_f1r1_anomaly,anomaly,50.69083538576312,48,1764523454.376602,0.9381771087646484,phase1
sensor_f1r1_anomaly,anomaly,81.4176458139418,49,1764523454.3968582,0.9906291961669922,phase1
sensor_f1r1_normal,normal,23.461349372944714,0,1764523454.4009962,0.4470348358154297,phase1
sensor_f1r2_normal,normal,23.96512829957169,0,1764523454.4036262,0.8950233459472656,phase1
sensor_f1r2_anomaly,anomaly,86.69586874109768,0,1764523454.404443,0.8065700531005859,phase1
sensor_f1r1_anomaly,anomaly,52.32701036757889,50,1764523454.4171317,0.4353523254394531,phase1
sensor_f1r1_normal,normal,27.41699444510554,1,1764523454.4212546,0.4324913024902344,phase1
sensor_f1r2_normal,normal,27.440968857789407,1,1764523454.4238954,0.4870891571044922,phase1
sensor_f1r2_anomaly,anomaly,67.10010391657042,1,1764523454.4250011,0.8554458618164062,phase1
sensor_f1r1_anomaly,anomaly,76.68328961966266,51,1764523454.4373624,0.5574226379394531,phase1
sensor_f1r1_normal,normal,29.48958371033719,2,1764523454.4415088,0.5562305450439453,phase1
sensor_f1r2_normal,normal,21.654111045925788,2,1764523454.4442017,0.8459091186523438,phase1
sensor_f1r2_anomaly,anomaly,90.84827408861345,2,1764523454.4454944,0.8113384246826172,phase1
sensor_f1r1_anomaly,anomaly,96.39510677227625,52,1764523454.4576266,0.7340908050537109,phase1
sensor_f1r1_normal,normal,26.806852080470566,3,1764523454.4617598,0.7338523864746094,phase1
sensor_f1r2_anomaly,anomaly,75.56171851270305,3,1764523454.4658647,0.8559226989746094,phase1
sensor_f1r1_anomaly,anomaly,59.76040816605045,53,1764523454.477949,0.7653236389160156,phase1
sensor_f1r2_normal,normal,22.924880248861886,3,1764523454.4645529,16.080617904663086,phase1
sensor_f1r2_anomaly,anomaly,80.98883532998137,4,1764523454.4862945,0.7724761962890625,phase1
sensor_f1r1_anomaly,anomaly,92.95040398010998,54,1764523454.4982986,0.8625984191894531,phase1
sensor_f1r1_normal,normal,27.73996406019945,4,1764523454.4821084,24.313688278198242,phase1
sensor_f1r2_anomaly,anomaly,62.76357078002743,5,1764523454.506736,0.7715225219726562,phase1
sensor_f1r1_anomaly,anomaly,52.41003688482557,55,1764523454.5200024,0.6754398345947266,phase1
sensor_f1r2_anomaly,anomaly,66.11037697177869,6,1764523454.5279942,0.7824897766113281,phase1
sensor_f1r2_normal,normal,24.264603614649314,4,1764523454.4849627,46.86331748962402,phase1
sensor_f1r1_anomaly,anomaly,74.17469436740818,56,1764523454.5404918,0.4820823669433594,phase1
sensor_f1r2_anomaly,anomaly,99.77412939895261,7,1764523454.5483649,0.6997585296630859,phase1
sensor_f1r1_normal,normal,27.800412845933533,5,1764523454.502431,55.37557601928711,phase1
sensor_f1r1_anomaly,anomaly,65.46146200866224,57,1764523454.5607893,0.9174346923828125,phase1
sensor_f1r2_anomaly,anomaly,53.32912743163632,8,1764523454.5687237,0.9934902191162109,phase1
sensor_f1r1_anomaly,anomaly,75.67542185859509,58,1764523454.5812175,1.0099411010742188,phase1
sensor_f1r2_normal,normal,28.94770066426011,5,1764523454.5053675,77.94642448425293,phase1
sensor_f1r2_normal,normal,23.820304725440604,6,1764523454.5257466,58.00890922546387,phase1
sensor_f1r2_anomaly,anomaly,71.8105561390267,9,1764523454.58943,0.9276866912841797,phase1
sensor_f1r1_anomaly,anomaly,88.99385042167184,59,1764523454.601607,0.9720325469970703,phase1
sensor_f1r2_anomaly,anomaly,91.99498063203684,10,1764523454.6098173,0.8444786071777344,phase1
sensor_f1r1_anomaly,anomaly,87.43585500557604,60,1764523454.622009,0.8425712585449219,phase1
sensor_f1r1_normal,normal,28.28810085948109,6,1764523454.5232947,104.39658164978027,phase1
sensor_f1r1_normal,normal,24.757784967951853,7,1764523454.543594,84.60783958435059,phase1
sensor_f1r2_anomaly,anomaly,92.51921331225645,11,1764523454.6302488,0.8368492126464844,phase1
sensor_f1r1_anomaly,anomaly,54.606288467467046,61,1764523454.6429758,0.629425048828125,phase1
sensor_f1r2_anomaly,anomaly,54.29476230764012,12,1764523454.6506324,0.7045269012451172,phase1
sensor_f1r1_anomaly,anomaly,84.98468139324336,62,1764523454.663244,0.7469654083251953,phase1
sensor_f1r2_anomaly,anomaly,86.62328452407333,13,1764523454.6709876,0.6630420684814453,phase1
sensor_f1r2_normal,normal,25.649062185049047,7,1764523454.5463843,125.76031684875488,phase1
sensor_f1r2_normal,normal,27.573413991297667,8,1764523454.5668037,105.73315620422363,phase1
sensor_f1r1_anomaly,anomaly,93.0732596063061,63,1764523454.6835587,0.9312629699707031,phase1
sensor_f1r2_anomaly,anomaly,83.28180785958487,14,1764523454.6913567,0.7660388946533203,phase1
sensor_f1r1_anomaly,anomaly,52.943301968725656,64,1764523454.704039,0.9379386901855469,phase1
sensor_f1r2_anomaly,anomaly,84.52864489421687,15,1764523454.7116954,0.8578300476074219,phase1
sensor_f1r1_normal,normal,27.689371925740573,8,1764523454.563879,152.52351760864258,phase1
sensor_f1r1_normal,normal,27.72659618480704,9,1764523454.5843556,132.5204372406006,phase1
sensor_f1r1_normal,normal,28.485664633902758,10,1764523454.6051111,112.1985912322998,phase1
sensor_f1r1_normal,normal,21.105234838987965,11,1764523454.6254761,92.19646453857422,phase1
sensor_f1r1_anomaly,anomaly,69.98645554588984,65,1764523454.7247093,0.9021759033203125,phase1
sensor_f1r2_anomaly,anomaly,74.16808722201803,16,1764523454.732126,0.8478164672851562,phase1
sensor_f1r1_anomaly,anomaly,62.149496761719064,66,1764523454.7452087,0.972747802734375,phase1
sensor_f1r2_anomaly,anomaly,56.81458342347074,17,1764523454.7524478,0.8544921875,phase1
sensor_f1r1_anomaly,anomaly,84.73020071809376,67,1764523454.7656143,1.2238025665283203,phase1
sensor_f1r2_anomaly,anomaly,87.26319025900366,18,1764523454.7727652,0.8022785186767578,phase1
sensor_f1r1_anomaly,anomaly,81.82781941441743,68,1764523454.7861924,0.9720325469970703,phase1
sensor_f1r2_anomaly,anomaly,62.74704028762005,19,1764523454.7931352,0.926971435546875,phase1
sensor_f1r2_normal,normal,21.315377808423964,9,1764523454.5876303,210.44421195983887,phase1
sensor_f1r2_normal,normal,24.889403943445167,10,1764523454.608048,190.46425819396973,phase1
sensor_f1r2_normal,normal,28.833954452433435,11,1764523454.6284206,170.4421043395996,phase1
sensor_f1r2_normal,normal,22.983263161888814,12,1764523454.648888,150.4199504852295,phase1
sensor_f1r2_normal,normal,21.3968808336087,13,1764523454.6693437,130.32221794128418,phase1
sensor_f1r1_anomaly,anomaly,58.130531794347924,69,1764523454.8066266,0.9207725524902344,phase1
sensor_f1r2_anomaly,anomaly,86.1978910456184,20,1764523454.8134995,0.8184909820556641,phase1
sensor_f1r1_anomaly,anomaly,98.40087443312373,70,1764523454.8270657,0.7545948028564453,phase1
sensor_f1r2_anomaly,anomaly,60.09868435931603,21,1764523454.8340747,0.8273124694824219,phase1
sensor_f1r1_anomaly,anomaly,74.38027968180255,71,1764523454.8474486,0.7729530334472656,phase1
sensor_f1r2_anomaly,anomaly,73.22105802354831,22,1764523454.8545,0.8563995361328125,phase1
sensor_f1r1_anomaly,anomaly,66.97531451641238,72,1764523454.8677778,0.9717941284179688,phase1
sensor_f1r2_anomaly,anomaly,54.915449214327325,23,1764523454.874913,1.2857913970947266,phase1
sensor_f1r1_anomaly,anomaly,85.70022409592484,73,1764523454.888305,0.8974075317382812,phase1
sensor_f1r2_anomaly,anomaly,91.273111949674,24,1764523454.8953698,0.9307861328125,phase1
sensor_f1r1_normal,normal,23.08822018740463,12,1764523454.6458468,252.43568420410156,phase1
sensor_f1r1_normal,normal,23.77186250120012,13,1764523454.6663408,232.3760986328125,phase1
sensor_f1r1_normal,normal,22.41773756546814,14,1764523454.6867566,212.36348152160645,phase1
sensor_f1r1_normal,normal,26.363750870884978,15,1764523454.7074363,192.05880165100098,phase1
sensor_f1r1_anomaly,anomaly,94.38968234670048,74,1764523454.9087088,0.9772777557373047,phase1
sensor_f1r2_anomaly,anomaly,95.83641705132459,25,1764523454.915785,0.8726119995117188,phase1
sensor_f1r1_anomaly,anomaly,92.81046654296364,75,1764523454.929135,0.6272792816162109,phase1
sensor_f1r2_anomaly,anomaly,52.23961107494069,26,1764523454.9362068,0.8924007415771484,phase1
sensor_f1r1_anomaly,anomaly,59.00853889817623,76,1764523454.949389,0.7877349853515625,phase1
sensor_f1r2_anomaly,anomaly,83.68855215618701,27,1764523454.9565804,0.8141994476318359,phase1
sensor_f1r1_anomaly,anomaly,56.45057057723537,77,1764523454.9696105,0.9129047393798828,phase1
sensor_f1r2_anomaly,anomaly,72.23405066710296,28,1764523454.976972,0.8699893951416016,phase1
sensor_f1r2_normal,normal,26.151895526832703,14,1764523454.6897914,290.38548469543457,phase1
sensor_f1r2_normal,normal,21.25200086606913,15,1764523454.7102883,270.3278064727783,phase1
sensor_f1r2_normal,normal,29.362851489154156,16,1764523454.7307024,250.35858154296875,phase1
sensor_f1r2_normal,normal,26.833057800423056,17,1764523454.7511501,230.27825355529785,phase1
sensor_f1r2_normal,normal,22.235555492834898,18,1764523454.7716587,210.09492874145508,phase1
sensor_f1r2_normal,normal,20.52708285131632,19,1764523454.792056,190.16599655151367,phase1
sensor_f1r1_anomaly,anomaly,85.38140153513226,78,1764523454.989888,1.0013580322265625,phase1
sensor_f1r2_anomaly,anomaly,52.369889720291624,29,1764523454.9973412,0.9515285491943359,phase1
sensor_f1r1_anomaly,anomaly,75.27826571909165,79,1764523455.010391,0.9288787841796875,phase1
sensor_f1r2_anomaly,anomaly,63.981315985123615,30,1764523455.017716,0.9062290191650391,phase1
sensor_f1r1_anomaly,anomaly,85.11646267039794,80,1764523455.0308006,0.9217262268066406,phase1
sensor_f1r2_anomaly,anomaly,82.39668818707558,31,1764523455.0381749,0.9050369262695312,phase1
sensor_f1r1_anomaly,anomaly,67.34121512180785,81,1764523455.0513132,0.9717941284179688,phase1
sensor_f1r2_anomaly,anomaly,70.23139600727788,32,1764523455.058596,0.9183883666992188,phase1
sensor_f1r1_anomaly,anomaly,74.62590421884903,82,1764523455.0717785,0.9799003601074219,phase1
sensor_f1r2_anomaly,anomaly,92.9328399754761,33,1764523455.0790024,0.8404254913330078,phase1
sensor_f1r1_anomaly,anomaly,52.666866730225095,83,1764523455.0922277,0.9007453918457031,phase1
sensor_f1r1_normal,normal,20.42937718953541,16,1764523454.7278147,371.63686752319336,phase1
sensor_f1r1_normal,normal,24.002821133307403,17,1764523454.748275,351.64833068847656,phase1
sensor_f1r1_normal,normal,29.869246690270774,18,1764523454.7686813,331.6531181335449,phase1
sensor_f1r1_normal,normal,24.410635609532054,19,1764523454.789132,311.5355968475342,phase1
sensor_f1r1_normal,normal,27.689498296074177,20,1764523454.8094914,291.55564308166504,phase1
sensor_f1r1_normal,normal,24.531512818610707,21,1764523454.8298748,271.5115547180176,phase1
sensor_f1r1_normal,normal,22.855145440042197,22,1764523454.8503857,251.30915641784668,phase1
sensor_f1r1_normal,normal,25.211494576375316,23,1764523454.8707561,231.43339157104492,phase1
sensor_f1r2_anomaly,anomaly,82.48356602876274,34,1764523455.0997078,2.8219223022460938,phase1
sensor_f1r1_anomaly,anomaly,57.02184909546611,84,1764523455.1126099,0.8778572082519531,phase1
sensor_f1r2_anomaly,anomaly,91.86361538987826,35,1764523455.1201217,0.9090900421142578,phase1
sensor_f1r1_anomaly,anomaly,56.799361151706236,85,1764523455.133016,1.0187625885009766,phase1
sensor_f1r2_anomaly,anomaly,76.1402664910827,36,1764523455.140508,0.8742809295654297,phase1
sensor_f1r1_anomaly,anomaly,62.75024508148957,86,1764523455.1534317,1.0001659393310547,phase1
sensor_f1r2_anomaly,anomaly,82.29516007098408,37,1764523455.1609638,0.8349418640136719,phase1
sensor_f1r1_anomaly,anomaly,58.93400137748536,87,1764523455.1738284,1.0242462158203125,phase1
sensor_f1r2_anomaly,anomaly,85.68313878272114,38,1764523455.1813102,0.8120536804199219,phase1
sensor_f1r1_anomaly,anomaly,88.45945512433342,88,1764523455.1943183,0.9648799896240234,phase1
sensor_f1r2_anomaly,anomaly,88.82139505366263,39,1764523455.2023964,0.7877349853515625,phase1
sensor_f1r1_anomaly,anomaly,67.42069228156997,89,1764523455.2146997,1.0313987731933594,phase1
sensor_f1r2_anomaly,anomaly,68.18090570982005,40,1764523455.222798,0.9407997131347656,phase1
sensor_f1r1_anomaly,anomaly,69.71775229084734,90,1764523455.2350981,0.8034706115722656,phase1
sensor_f1r2_anomaly,anomaly,50.27195921281326,41,1764523455.2432718,0.9493827819824219,phase1
sensor_f1r1_anomaly,anomaly,81.64567268200364,91,1764523455.255431,0.9162425994873047,phase1
sensor_f1r1_normal,normal,28.30635192977408,24,1764523454.8911667,369.8577880859375,phase1
sensor_f1r2_anomaly,anomaly,64.5839704928098,42,1764523455.2637622,0.949859619140625,phase1
sensor_f1r1_anomaly,anomaly,97.3714237010144,92,1764523455.2758162,1.2047290802001953,phase1
sensor_f1r2_normal,normal,23.644102639978616,20,1764523454.8124623,469.9258804321289,phase1
sensor_f1r2_normal,normal,24.621462417129088,21,1764523454.832823,450.0405788421631,phase1
sensor_f1r2_normal,normal,27.391974669113466,22,1764523454.853225,430.0580024719238,phase1
sensor_f1r2_normal,normal,27.215535741106184,23,1764523454.873665,409.9559783935547,phase1
sensor_f1r2_normal,normal,29.662255203119464,24,1764523454.8941195,389.8642063140869,phase1
sensor_f1r2_normal,normal,29.549025449654387,25,1764523454.9145408,369.82107162475586,phase1
sensor_f1r2_normal,normal,27.457090084313172,26,1764523454.9349732,349.7030735015869,phase1
sensor_f1r2_normal,normal,20.42043429729135,27,1764523454.955382,329.9875259399414,phase1
sensor_f1r2_anomaly,anomaly,74.72005878473101,43,1764523455.284991,0.8063316345214844,phase1
sensor_f1r1_anomaly,anomaly,98.32598330441422,93,1764523455.296289,0.7560253143310547,phase1
sensor_f1r2_anomaly,anomaly,89.69503394225092,44,1764523455.305328,1.1479854583740234,phase1
sensor_f1r1_anomaly,anomaly,74.56530919664974,94,1764523455.3166816,1.016378402709961,phase1
sensor_f1r2_anomaly,anomaly,74.80619272612546,45,1764523455.325667,1.1055469512939453,phase1
sensor_f1r1_anomaly,anomaly,86.96276046828473,95,1764523455.3371391,0.6635189056396484,phase1
sensor_f1r2_anomaly,anomaly,88.72514601388781,46,1764523455.346154,0.9865760803222656,phase1
sensor_f1r1_anomaly,anomaly,54.107048607315384,96,1764523455.3576584,1.054525375366211,phase1
sensor_f1r2_anomaly,anomaly,63.29914391282247,47,1764523455.3665497,0.8845329284667969,phase1
sensor_f1r1_anomaly,anomaly,75.30140221467465,97,1764523455.3781261,1.043081283569336,phase1
sensor_f1r2_anomaly,anomaly,54.12443018083663,48,1764523455.386978,0.8103847503662109,phase1
sensor_f1r3_anomaly,anomaly,86.9860384602438,0,1764523455.3940768,1.458883285522461,phase1
sensor_f1r1_anomaly,anomaly,83.98304635731549,98,1764523455.3985665,0.9949207305908203,phase1
sensor_f2r1_anomaly,anomaly,92.91395679484567,0,1764523455.401387,0.8749961853027344,phase1
sensor_f1r2_anomaly,anomaly,84.45951814357062,49,1764523455.4079924,1.0831356048583984,phase1
sensor_f1r3_anomaly,anomaly,92.89798137331934,1,1764523455.4145322,0.7476806640625,phase1
sensor_f1r1_anomaly,anomaly,59.660952236646224,99,1764523455.4189723,0.6115436553955078,phase1
sensor_f2r1_anomaly,anomaly,70.8935032821204,1,1764523455.4217134,0.43392181396484375,phase1
sensor_f1r2_anomaly,anomaly,50.9387669650256,50,1764523455.428354,0.5154609680175781,phase1
sensor_f1r3_anomaly,anomaly,54.94289139472037,2,1764523455.434961,0.640869140625,phase1
sensor_f1r1_anomaly,anomaly,79.34571230614495,100,1764523455.4393647,0.7758140563964844,phase1
sensor_f2r1_anomaly,anomaly,99.15115903573675,2,1764523455.4419696,0.6077289581298828,phase1
sensor_f1r2_normal,normal,29.534508271243332,28,1764523454.975778,467.55504608154297,phase1
sensor_f1r2_anomaly,anomaly,79.04266141891216,51,1764523455.4486856,1.0395050048828125,phase1
sensor_f1r3_anomaly,anomaly,65.96907891708655,3,1764523455.4553924,0.9179115295410156,phase1
sensor_f1r1_anomaly,anomaly,98.7477723252791,101,1764523455.459768,0.9763240814208984,phase1
sensor_f2r1_anomaly,anomaly,97.593899919411,3,1764523455.4622822,0.8692741394042969,phase1
sensor_f1r2_normal,normal,26.927115259197137,29,1764523454.9962714,468.3113098144531,phase1
sensor_f1r2_normal,normal,20.67793418815964,30,1764523455.0167472,448.2433795928955,phase1
sensor_f1r2_normal,normal,24.0659395343735,31,1764523455.037236,428.05027961730957,phase1
sensor_f1r2_normal,normal,20.463825615545826,32,1764523455.057688,407.8390598297119,phase1
sensor_f1r2_normal,normal,27.6483423276026,33,1764523455.0782766,387.4995708465576,phase1
sensor_f1r2_anomaly,anomaly,58.05775079863768,52,1764523455.4691887,0.8730888366699219,phase1
sensor_f1r3_anomaly,anomaly,51.8725526648665,4,1764523455.4758463,1.1472702026367188,phase1
sensor_f1r1_anomaly,anomaly,77.1465843327882,102,1764523455.4802063,0.9675025939941406,phase1
sensor_f2r1_anomaly,anomaly,84.34948733472996,4,1764523455.4826462,0.8072853088378906,phase1
sensor_f1r2_anomaly,anomaly,92.63709161964738,53,1764523455.4895728,0.9820461273193359,phase1
sensor_f1r3_anomaly,anomaly,66.37998513049294,5,1764523455.4964182,0.9181499481201172,phase1
sensor_f1r1_anomaly,anomaly,88.43775698921459,103,1764523455.5006716,1.0333061218261719,phase1
sensor_f2r1_anomaly,anomaly,88.69785778823925,5,1764523455.5029936,0.8490085601806641,phase1
sensor_f1r2_anomaly,anomaly,51.41240054907414,54,1764523455.5100107,0.8988380432128906,phase1
sensor_f1r3_anomaly,anomaly,96.93812940283127,6,1764523455.5168068,0.9789466857910156,phase1
sensor_f1r1_anomaly,anomaly,55.88443639188979,104,1764523455.5211813,1.1055469512939453,phase1
sensor_f2r1_anomaly,anomaly,68.34158334470848,6,1764523455.5233614,0.8742809295654297,phase1
sensor_f1r2_anomaly,anomaly,52.065586511104705,55,1764523455.5304904,0.8378028869628906,phase1
sensor_f1r3_anomaly,anomaly,94.29820306991056,7,1764523455.5372329,0.8459091186523438,phase1
sensor_f1r1_anomaly,anomaly,68.35609376518627,105,1764523455.5415854,0.8919239044189453,phase1
sensor_f2r1_anomaly,anomaly,61.40536825516561,7,1764523455.5437102,0.9770393371582031,phase1
sensor_f1r2_anomaly,anomaly,89.97578628028245,56,1764523455.5508585,0.8511543273925781,phase1
sensor_f1r3_anomaly,anomaly,77.38575553662999,8,1764523455.557635,0.8752346038818359,phase1
sensor_f1r1_anomaly,anomaly,55.19482728975038,106,1764523455.5620306,1.0726451873779297,phase1
sensor_f1r1_normal,normal,26.440553337578972,25,1764523454.9114923,653.2280445098877,phase1
sensor_f1r1_normal,normal,20.22325100741305,26,1764523454.9319632,633.054256439209,phase1
sensor_f1r1_normal,normal,27.17619365597836,27,1764523454.952191,613.0490303039551,phase1
sensor_f1r1_normal,normal,27.653347937408107,28,1764523454.9725244,592.9431915283203,phase1
sensor_f1r1_normal,normal,20.324077828993286,29,1764523454.9929054,572.779655456543,phase1
sensor_f1r1_normal,normal,20.710257294217403,30,1764523455.0133505,552.6349544525146,phase1
sensor_f1r1_normal,normal,23.278998473757344,31,1764523455.0337985,532.522439956665,phase1
sensor_f1r1_normal,normal,25.60650159875486,32,1764523455.0542853,512.357234954834,phase1
sensor_f2r1_anomaly,anomaly,58.23188299842338,8,1764523455.56417,2.725839614868164,phase1
sensor_f1r2_anomaly,anomaly,75.18051506830733,57,1764523455.5714319,0.7381439208984375,phase1
sensor_f1r3_anomaly,anomaly,96.42695428358377,9,1764523455.5780935,0.7426738739013672,phase1
sensor_f1r1_anomaly,anomaly,55.89684561019577,107,1764523455.5823958,0.904083251953125,phase1
sensor_f2r1_anomaly,anomaly,91.8085813530578,9,1764523455.584591,0.57220458984375,phase1
sensor_f1r2_anomaly,anomaly,52.66776188408976,58,1764523455.5917904,0.9005069732666016,phase1
sensor_f1r3_anomaly,anomaly,59.40804474346271,10,1764523455.5991318,0.8485317230224609,phase1
sensor_f1r1_anomaly,anomaly,79.65181478169126,108,1764523455.6030152,0.7965564727783203,phase1
sensor_f2r1_anomaly,anomaly,72.81985030408322,10,1764523455.6049538,1.2803077697753906,phase1
sensor_f1r2_anomaly,anomaly,93.37611334879912,59,1764523455.6121724,1.2390613555908203,phase1
sensor_f1r3_anomaly,anomaly,72.14669311326529,11,1764523455.6196318,1.0726451873779297,phase1
sensor_f1r1_anomaly,anomaly,81.40238862683464,109,1764523455.623458,0.9109973907470703,phase1
sensor_f2r1_anomaly,anomaly,96.86810114956222,11,1764523455.625364,0.9312629699707031,phase1
sensor_f1r2_anomaly,anomaly,51.97393909834491,60,1764523455.632521,1.0368824005126953,phase1
sensor_f1r3_anomaly,anomaly,65.87288656102223,12,1764523455.6400566,0.9310245513916016,phase1
sensor_f1r1_anomaly,anomaly,58.820168636449466,110,1764523455.6439204,0.9529590606689453,phase1
sensor_f2r1_anomaly,anomaly,85.7015333646678,12,1764523455.6458158,0.8606910705566406,phase1
sensor_f1r2_anomaly,anomaly,73.97523180762715,61,1764523455.6529772,0.8337497711181641,phase1
sensor_f1r3_anomaly,anomaly,87.24027743435855,13,1764523455.660574,0.9622573852539062,phase1
sensor_f1r1_anomaly,anomaly,61.895895472875154,111,1764523455.664455,0.9424686431884766,phase1
sensor_f2r1_anomaly,anomaly,77.15399645858191,13,1764523455.6662872,0.7851123809814453,phase1
sensor_f1r2_anomaly,anomaly,70.14124255567832,62,1764523455.6733637,0.8821487426757812,phase1
sensor_f1r3_anomaly,anomaly,91.14821927476075,14,1764523455.681043,1.0023117065429688,phase1
sensor_f1r1_anomaly,anomaly,92.39173463588061,112,1764523455.6849117,0.858306884765625,phase1
sensor_f2r1_anomaly,anomaly,53.57655819674728,14,1764523455.6866353,0.7643699645996094,phase1
sensor_f1r2_anomaly,anomaly,84.75378961882498,63,1764523455.6938133,0.9758472442626953,phase1
sensor_f1r3_anomaly,anomaly,74.32033948632252,15,1764523455.701512,0.8983612060546875,phase1
sensor_f1r1_anomaly,anomaly,79.75270312564149,113,1764523455.7054155,0.9202957153320312,phase1
sensor_f2r1_anomaly,anomaly,98.62485537498816,15,1764523455.7069933,0.7491111755371094,phase1
sensor_f1r2_anomaly,anomaly,79.4621673204724,64,1764523455.7142935,0.8807182312011719,phase1
sensor_f1r3_anomaly,anomaly,69.20249076917055,16,1764523455.7219129,0.9617805480957031,phase1
sensor_f1r1_normal,normal,27.299805064469044,33,1764523455.074577,651.7834663391113,phase1
sensor_f1r1_normal,normal,20.08216170164231,34,1764523455.0948246,631.9670677185059,phase1
sensor_f1r1_normal,normal,20.729448372815106,35,1764523455.1151567,612.1017932891846,phase1
