SIMULATION SUMMARY

ANOMALY TRAFFIC
Metric,Value,Unit
Devices,9,
Messages Received,53666,
Avg Delay,214.42,ms
Min Delay,0.82,ms
Max Delay,308.04,ms
Std Dev Delay,43.04,ms
Avg Jitter,60.70,ms

PACKET LOSS
Sent,53666,messages
Received,53666,messages
Lost,0,messages
Loss Rate,0.00,%

NORMAL TRAFFIC
Metric,Value,Unit
Devices,9,
Messages Received,11706,
Avg Delay,237230.64,ms
Min Delay,0.92,ms
Max Delay,473775.49,ms
Std Dev Delay,136227.20,ms
Avg Jitter,530.49,ms

PACKET LOSS
Sent,53721,messages
Received,11706,messages
Lost,42015,messages
Loss Rate,78.21,%

TOTAL
Duration,131.32,s
Total Messages,65372,
Throughput,497.82,msg/s

PER-SENSOR METRICS
Sensor,Floor,Type,Received,Sent,Loss%,Avg Delay (ms)
sensor_f2r2_normal,2,normal,1304,5969,78.2,239494.21
sensor_f3r1_normal,3,normal,1305,5967,78.1,238575.22
sensor_f3r2_normal,3,normal,1301,5966,78.2,238194.17
sensor_f1r2_normal,1,normal,1298,5972,78.3,237203.70
sensor_f1r1_normal,1,normal,1301,5973,78.2,236668.04
sensor_f2r1_normal,2,normal,1304,5970,78.2,236579.86
sensor_f1r3_normal,1,normal,1294,5971,78.3,236451.71
sensor_f2r3_normal,2,normal,1301,5968,78.2,236368.93
sensor_f3r3_normal,3,normal,1298,5965,78.2,235523.87
sensor_f3r2_anomaly,3,anomaly,5959,5959,0.0,220.37
sensor_f1r3_anomaly,1,anomaly,5965,5965,0.0,219.32
sensor_f2r1_anomaly,2,anomaly,5964,5964,0.0,218.53
sensor_f1r1_anomaly,1,anomaly,5967,5967,0.0,216.23
sensor_f3r3_anomaly,3,anomaly,5959,5959,0.0,215.93
sensor_f3r1_anomaly,3,anomaly,5961,5961,0.0,214.86
sensor_f2r3_anomaly,2,anomaly,5962,5962,0.0,209.98
sensor_f1r2_anomaly,1,anomaly,5966,5966,0.0,208.34
sensor_f2r2_anomaly,2,anomaly,5963,5963,0.0,206.25
