device,type,value,seq,timestamp_sent,delay_ms
sensor_f1r1_anomaly,anomaly,67.76608404695719,0,1764696752.3498034,1.4538764953613281
sensor_f1r1_anomaly,anomaly,64.35858008713738,1,1764696752.370419,1.447439193725586
sensor_f1r1_anomaly,anomaly,67.60792320429786,2,1764696752.3909032,0.9586811065673828
sensor_f1r1_anomaly,anomaly,83.31846831311961,3,1764696752.4114492,0.8404254913330078
sensor_f1r1_anomaly,anomaly,70.5362066933194,4,1764696752.4318707,0.8635520935058594
sensor_f1r1_anomaly,anomaly,77.5956287788719,5,1764696752.4523535,0.8459091186523438
sensor_f1r1_normal,normal,23.488408572856258,0,1764696752.4571707,1.4646053314208984
sensor_f1r1_anomaly,anomaly,62.259282140406754,6,1764696752.473986,3.3562183380126953
sensor_f1r1_normal,normal,20.39685523310862,1,1764696752.4780817,0.8115768432617188
sensor_f1r1_anomaly,anomaly,86.95729700271734,7,1764696752.4943206,1.1069774627685547
sensor_f1r1_normal,normal,21.336034397418665,2,1764696752.4986343,1.2252330780029297
sensor_f1r1_anomaly,anomaly,96.72493437395205,8,1764696752.5145168,0.8373260498046875
sensor_f1r1_normal,normal,24.562497048434118,3,1764696752.5191574,1.066446304321289
sensor_f1r1_anomaly,anomaly,88.74185327616759,9,1764696752.5347235,0.8795261383056641
sensor_f1r1_normal,normal,26.156820600847322,4,1764696752.5395968,1.148223876953125
sensor_f1r1_anomaly,anomaly,90.40353237676146,10,1764696752.5548952,0.8242130279541016
sensor_f1r2_anomaly,anomaly,91.63780248714001,0,1764696752.555108,1.1436939239501953
sensor_f1r1_normal,normal,22.912501450716512,5,1764696752.5600371,1.146554946899414
sensor_f1r1_anomaly,anomaly,82.6107235073805,11,1764696752.575121,0.5605220794677734
sensor_f1r2_anomaly,anomaly,95.44869572712616,1,1764696752.5756166,1.178741455078125
sensor_f1r1_normal,normal,24.09786876485917,6,1764696752.5804508,0.9469985961914062
sensor_f1r1_anomaly,anomaly,51.816124971408115,12,1764696752.59535,0.7567405700683594
sensor_f1r2_anomaly,anomaly,94.57044163128123,2,1764696752.5961497,0.843048095703125
sensor_f1r1_normal,normal,28.817630781836087,7,1764696752.600884,0.8921623229980469
sensor_f1r1_anomaly,anomaly,55.120212698003144,13,1764696752.6157346,1.0364055633544922
sensor_f1r2_anomaly,anomaly,64.64394150363042,3,1764696752.616571,0.7195472717285156
sensor_f1r1_normal,normal,23.86339494493312,8,1764696752.6213984,1.0390281677246094
sensor_f1r1_anomaly,anomaly,76.47340436895482,14,1764696752.636231,0.9865760803222656
sensor_f1r2_anomaly,anomaly,62.172365397637655,4,1764696752.6370702,1.0089874267578125
sensor_f1r1_normal,normal,27.303352613361422,9,1764696752.6418874,0.8947849273681641
sensor_f1r1_anomaly,anomaly,56.87700576725108,15,1764696752.656679,1.0428428649902344
sensor_f1r2_anomaly,anomaly,75.41634951952952,5,1764696752.6574936,0.7731914520263672
sensor_f1r2_normal,normal,23.500991578990057,0,1764696752.6598494,0.8814334869384766
sensor_f1r1_normal,normal,25.257112756461,10,1764696752.6623526,0.7472038269042969
sensor_f1r1_anomaly,anomaly,93.73662896924736,16,1764696752.6771255,0.9474754333496094
sensor_f1r2_anomaly,anomaly,60.409871355599,6,1764696752.6780286,0.9443759918212891
sensor_f1r2_normal,normal,27.261067040764505,1,1764696752.6803584,9.029150009155273
sensor_f1r1_anomaly,anomaly,71.35758592813659,17,1764696752.6979685,0.5080699920654297
