device,type,value,seq,timestamp_sent,delay_ms
sensor_f1r1_anomaly,anomaly,71.69996964514613,0,1763308911.5724397,0.6463527679443359
sensor_f1r1_anomaly,anomaly,79.17285974071991,1,1763308911.5927866,0.6632804870605469
sensor_f1r1_anomaly,anomaly,84.14308137033859,2,1763308911.6132505,0.9241104125976562
sensor_f1r1_anomaly,anomaly,63.263772846180956,3,1763308911.6337185,1.140594482421875
sensor_f1r1_anomaly,anomaly,81.0819029841033,4,1763308911.6541648,0.8234977722167969
sensor_f1r1_anomaly,anomaly,91.93502618783978,5,1763308911.6745784,1.1532306671142578
sensor_f1r1_anomaly,anomaly,87.6694981525531,6,1763308911.695022,0.7908344268798828
sensor_f1r1_anomaly,anomaly,89.03343933099401,7,1763308911.7157965,0.8683204650878906
sensor_f1r1_anomaly,anomaly,87.40052980042891,8,1763308911.7363076,1.016855239868164
sensor_f1r1_anomaly,anomaly,53.97896976754157,9,1763308911.7567701,0.9069442749023438
sensor_f1r1_anomaly,anomaly,94.71553882944215,10,1763308911.7772164,1.1174678802490234
sensor_f1r1_anomaly,anomaly,79.56365525942272,11,1763308911.7975988,0.8916854858398438
sensor_f1r1_anomaly,anomaly,76.08650532929508,12,1763308911.8180065,1.2347698211669922
sensor_f1r1_anomaly,anomaly,91.48551700440032,13,1763308911.8384192,0.8754730224609375
sensor_f1r1_anomaly,anomaly,89.63960108376094,14,1763308911.8588312,0.8449554443359375
sensor_f1r1_anomaly,anomaly,73.1804577099102,15,1763308911.8793035,0.9214878082275391
sensor_f1r1_anomaly,anomaly,77.33891665737686,16,1763308911.8997416,1.2433528900146484
sensor_f1r1_anomaly,anomaly,87.9556971729447,17,1763308911.9202118,0.8378028869628906
sensor_f1r1_anomaly,anomaly,94.5302907918534,18,1763308911.940638,1.10626220703125
sensor_f1r1_anomaly,anomaly,90.97478833548783,19,1763308911.961093,0.7922649383544922
sensor_f1r1_anomaly,anomaly,88.56749323975802,20,1763308911.9818618,1.1699199676513672
sensor_f1r1_anomaly,anomaly,57.03432540960144,21,1763308912.0024016,0.8800029754638672
sensor_f1r1_anomaly,anomaly,95.53740160742171,22,1763308912.0227535,1.3232231140136719
sensor_f1r1_anomaly,anomaly,69.47856136372222,23,1763308912.0431752,0.9174346923828125
sensor_f1r1_anomaly,anomaly,66.23753663774582,24,1763308912.0635436,1.1150836944580078
sensor_f1r1_anomaly,anomaly,89.25583312387903,25,1763308912.0839832,0.8442401885986328
sensor_f1r1_anomaly,anomaly,72.87360331550228,26,1763308912.1046324,0.8568763732910156
sensor_f1r1_anomaly,anomaly,54.513227772858656,27,1763308912.125107,1.1997222900390625
sensor_f1r1_anomaly,anomaly,83.75754120389306,28,1763308912.145565,0.8645057678222656
sensor_f1r1_anomaly,anomaly,58.484134964267696,29,1763308912.1660202,1.1219978332519531
sensor_f1r1_anomaly,anomaly,54.52619382026949,30,1763308912.186415,0.8518695831298828
sensor_f1r1_anomaly,anomaly,91.40550502117154,31,1763308912.206821,1.0552406311035156
sensor_f1r1_anomaly,anomaly,79.90221629509597,32,1763308912.227323,0.820159912109375
sensor_f1r1_anomaly,anomaly,59.84384676254723,33,1763308912.2477884,0.9253025054931641
sensor_f1r1_anomaly,anomaly,63.31218708860152,34,1763308912.2683246,0.9250640869140625
sensor_f1r1_anomaly,anomaly,99.94539557110511,35,1763308912.2887247,0.96893310546875
sensor_f1r1_anomaly,anomaly,99.28586241876926,36,1763308912.3091004,0.9946823120117188
sensor_f1r1_anomaly,anomaly,74.66184308690381,37,1763308912.3295424,0.9322166442871094
sensor_f1r1_anomaly,anomaly,73.23782300234231,38,1763308912.3499856,0.8804798126220703
sensor_f1r1_anomaly,anomaly,74.65684042899794,39,1763308912.3703926,0.6768703460693359
sensor_f1r1_anomaly,anomaly,85.4507935195127,40,1763308912.3906176,0.6039142608642578
sensor_f1r1_anomaly,anomaly,94.61958016994956,41,1763308912.410896,0.8831024169921875
sensor_f1r1_anomaly,anomaly,82.68031436806199,42,1763308912.432034,0.7319450378417969
sensor_f1r1_anomaly,anomaly,72.8471066206812,43,1763308912.452595,0.8399486541748047
sensor_f1r1_anomaly,anomaly,72.8111194211909,44,1763308912.472907,0.8261203765869141
sensor_f1r1_anomaly,anomaly,86.56314471266185,45,1763308912.495167,0.9112358093261719
sensor_f1r1_anomaly,anomaly,63.766632987885565,46,1763308912.5154455,0.9617805480957031
sensor_f1r1_anomaly,anomaly,93.4579308536774,47,1763308912.5357373,0.5831718444824219
sensor_f1r1_anomaly,anomaly,50.067973093618114,48,1763308912.556504,0.9129047393798828
sensor_f1r1_normal,normal,29.580628711750197,0,1763308912.5717018,1.3396739959716797
sensor_f1r2_normal,normal,24.315511380000853,0,1763308912.5718966,1.3806819915771484
sensor_f1r2_anomaly,anomaly,71.69790439964906,0,1763308912.5760705,0.40602684020996094
sensor_f1r1_anomaly,anomaly,59.29913541029816,49,1763308912.5768986,0.308990478515625
sensor_f1r1_normal,normal,20.749960135613556,1,1763308912.5920446,0.6756782531738281
sensor_f1r2_normal,normal,20.647896193620692,1,1763308912.592424,0.7257461547851562
sensor_f1r2_anomaly,anomaly,51.353943134122396,1,1763308912.5963836,0.4813671112060547
sensor_f1r1_anomaly,anomaly,65.49981026474816,50,1763308912.5971005,0.31638145446777344
sensor_f1r1_normal,normal,24.96791576935451,2,1763308912.612427,0.6468296051025391
sensor_f1r2_normal,normal,21.771620497784312,2,1763308912.6129067,0.6666183471679688
sensor_f1r2_anomaly,anomaly,69.05937605157698,2,1763308912.6168013,0.8492469787597656
sensor_f1r1_anomaly,anomaly,97.5390846491791,51,1763308912.6176147,0.6413459777832031
sensor_f1r1_normal,normal,22.965659152583918,3,1763308912.6328025,0.8587837219238281
sensor_f1r2_normal,normal,26.315231431700127,3,1763308912.6333203,0.8220672607421875
sensor_f1r2_anomaly,anomaly,80.18360491577751,3,1763308912.6373103,0.7793903350830078
sensor_f1r1_anomaly,anomaly,67.83501117038058,52,1763308912.6379786,0.5409717559814453
sensor_f1r1_normal,normal,25.171151779774156,4,1763308912.6532366,0.8878707885742188
sensor_f1r2_anomaly,anomaly,56.83673886981825,4,1763308912.6577892,0.8602142333984375
sensor_f1r1_anomaly,anomaly,57.953627210384724,53,1763308912.6582758,0.7340908050537109
sensor_f1r2_normal,normal,26.86295735159799,4,1763308912.6541843,20.850419998168945
